cliente_id,nombre,email,telefono,edad,genero,ciudad,categoria_producto,monto_compra,salario_mensual,score_satisfaccion,metodo_pago,fecha_registro,fecha_ultima_compra,estado_cliente,num_compras,region
4395,Juan Pérez,usuario4395@gmail.com,3203523834,21,FEMENINO,Cartagena,deportes,30290.84,3790011.84,5.0,efectivo,2022-09-06,2022/02/18,Cancelado,16.0,Centro
4396,,usuario4396@gmail.com,3106156279,46,FEMENINO,CALI,Deportes,243017.86,4069441.62,2.4,pse,09/07/2021,06/11/2022,activo,38.0,Occidente
4397,María Torres,usuario4397@outlook.com,3103730735,71,Male,Manizales,ROPA,207121.25,3693850.04,3.2,TARJETA CREDITO,22-10-2023,17-07-2022,ACTIVO,45.0,
4398,Jorge Ramírez,usuario4398@outlook.com,3116861143,24,F,Manizales,HOGAR,242697.77,4796817.3,7.9,Tarjeta Crédito,06-16-2021,05-24-2022,Cancelado,47.0,Centro
4399,Jorge González,,3107180715,57,FEMENINO,medellin,Hogar,344567.6,3680516.87,6.5,PSE,07/09/2023,06-05-2020,Activo,13.0,Centro
4400,Ana García,usuario4400@gmail.com,3118275092,24,,Cali,Electrónica,11663.06,2837669.57,9.2,Nequi,2020-06-22,09/06/2023,activo,10.0,Sur
4401,Andrés Gómez,usuario4401@empresa.co,3155198868,20,,CALI,electronica,764234.72,3217749.09,5.3,tarjeta débito,2021/02/01,05 Oct 2022,pendiente,23.0,Centro
4402,Sergio Martínez,,3011413653,28,Femenino,  Cartagena  ,Hogar,268689.7,3408867.94,9.8,TARJETA CREDITO,07-28-2020,07/08/2024,Cancelado,4.0,Sur
4403,Sergio Pérez,,,73,Masculino,BOGOTA,alimentos,33877.54,4106286.59,6.4,Tarjeta Crédito,2024-12-12,2023-04-24,Cancelado,2.0,Centro
4404,Andrés Pérez,usuario4404@outlook.com,3158359743,41,Masculino,Pereira,HOGAR,719160.3,2941765.33,2.5,efectivo,04-28-2021,2022-09-07,pendiente,38.0,Sur
4405,Juan Ramírez,,---,36,MASCULINO,Manizales,deportes,136397.36,5181722.53,2.5,Nequi,11-16-2021,11 Apr 2023,pendiente,12.0,Norte
4406,Paola Rivera,usuario4406@yahoo.com,3102838097,66,f,Cúcuta,Deportes,80179.5,2631825.57,7.6,Efectivo,19/09/2020,21 Nov 2024,inactivo,35.0,Centro
4407,María Rodríguez,usuario4407@hotmail.com,3012813383,64,FEMENINO,Bucaramanga,Electrónica,51453.84,3721362.77,3.9,Efectivo,05/12/2020,09-01-2024,pendiente,47.0,
4408,Ana González,usuario4408@empresa.co,3155427575,27,F,barranquilla,deportes,641784.4,3788006.98,,Tarjeta Crédito,09 Jun 2024,02 Jan 2022,activo,12.0,Occidente
4409,Luis Sánchez,usuario4409@empresa.co,3205640013,39,F,Bogotá,HOGAR,266579.36,3535111.85,6.4,Tarjeta Débito,2020/11/30,08-10-2020,pendiente,21.0,Norte
4410,Ana Torres,usuario4410@yahoo.com,3115821884,25,m,Barranquilla,ROPA,76192.69,99999999.0,,pse,29-08-2020,27-07-2020,inactivo,30.0,Centro
4411,Sandra Ramírez,usuario4411empresa.co,3207698840,46,F,Bucaramanga,ROPA,222083.04,3569698.45,,pse,,28-04-2024,pendiente,27.0,Centro
4412,Miguel Flores,sin_email,3116602776,67,Male,  Cartagena  ,HOGAR,8934.21,5479755.43,1.5,Efectivo,2021-12-02,14 Dec 2022,Pendiente,37.0,Norte
4413,Sandra Ramírez,,3111188802,33,FEMENINO,Bucaramanga,Ropa,185716.85,5236881.15,5.1,Tarjeta Crédito,2021-06-17,2021-05-29,pendiente,27.0,Sur
4414,Andrés Flores,usuario4414@empresa.co,3009288974,48,Femenino,  Cartagena  ,deportes,110532.55,2773630.66,,Nequi,09-01-2020,06-15-2023,Cancelado,22.0,
4415,,usuario4415@empresa.co,3015692640,50,m,Santa Marta,HOGAR,77215.45,2149275.45,3.8,PSE,2021/04/05,2021/12/08,ACTIVO,47.0,Norte
4416,Ana Gómez,usuario4416@outlook.com,3102333931,35,FEMENINO,Santa Marta,ROPA,102275.27,3363956.65,5.5,Nequi,2023/09/01,2020/08/28,Inactivo,37.0,
4417,Luis Gómez,usuario4417@hotmail.com,3012000393,66,FEMENINO,Cúcuta,Deportes,,0.0,7.6,Tarjeta Crédito,20/08/2021,11/03/2023,Activo,36.0,Oriente
4418,Sergio Ramírez,usuario4418@yahoo.com,3003361860,58,FEMENINO,Bogotá,HOGAR,654236.45,3618076.64,3.3,pse,01 Nov 2021,2021-03-10,pendiente,1.0,Oriente
4419,Miguel García,usuario4419@outlook.com,3015908573,27,Male,BOGOTA,ROPA,136656.55,3857333.67,7.4,Tarjeta Débito,13 Mar 2023,05-11-2023,Inactivo,23.0,
4420,Miguel Torres,usuario4420@gmail.com,3206592417,51,m,Bucaramanga,Deportes,364453.01,3736142.6,6.8,Nequi,,01-24-2023,activo,29.0,Centro
4421,Paola Rivera,usuario4421@yahoo.com,3206188657,32,Masculino,Barranquilla,Tecnología,397140.72,3242325.36,6.6,efectivo,03 Nov 2023,25 Mar 2020,Activo,,Occidente
4422,Luis Rivera,usuario4422@gmail.com,3102254040,45,MASCULINO,Barranquilla,ROPA,56349.35,4520516.07,7.5,PSE,20/11/2023,17/07/2021,ACTIVO,33.0,Norte
4423,Sandra Rodríguez,,3106003892,44,f,Cali,ROPA,373913.24,1797899.52,7.6,pse,08-03-2020,31-01-2024,Pendiente,9.0,Sur
4424,Pedro Sánchez,,3105652039,72,Female,Bucaramanga,electronica,5422414.0,2425317.28,4.3,pse,,2021-02-03,ACTIVO,50.0,Occidente
4425,Diana Martínez,usuario4425@outlook.com,3104739461,61,FEMENINO,Bucaramanga,deportes,3344775.0,3921790.73,9.5,Efectivo,09-05-2020,11/07/2023,inactivo,25.0,Oriente
4426,Miguel Ramírez,usuario4426@gmail.com,3007176506,19,Female,Manizales,Hogar,68716.68,1497388.22,2.8,TARJETA CREDITO,08-03-2020,,Activo,,
4427,Ana Sánchez,usuario4427@gmail.com,3206895838,67,Male,Bucaramanga,electronica,9616024.0,3012457.97,7.2,tarjeta débito,,17 Jul 2023,Pendiente,3.0,Centro
4428,Laura López,usuario4428@outlook.com,3102381430,,m,Cúcuta,Alimentos,258576.95,4629331.94,1.2,tarjeta débito,2023-05-05,2024-01-23,activo,22.0,Oriente
4429,Diana García,usuario4429@gmail.com,3116152880,22,Femenino,Manizales,Hogar,43381.17,3256931.65,2.9,Tarjeta Débito,05-14-2023,2023/10/25,activo,33.0,Centro
4430,Jorge Rodríguez,usuario4430@empresa.co,3006721155,38,MASCULINO,BOGOTA,HOGAR,505742.14,,6.3,Tarjeta Débito,2024-08-25,06-07-2022,inactivo,37.0,Sur
4431,,usuario4431@hotmail.com,3013359327,67,Masculino,Cartagena,electronica,,3013305.18,9.9,Nequi,2024/04/12,2022-06-18,Inactivo,,Centro
4432,Natalia Gómez,usuario4432@hotmail.com,3126524222,21,M,CALI,alimentos,,1569760.59,5.6,PSE,19-12-2021,21-12-2023,activo,36.0,
4433,Ana Rodríguez,usuario4433@hotmail.com,,20,F,Santa Marta,Ropa,31770.97,4034001.88,3.0,PSE,19 Nov 2024,30 May 2022,inactivo,47.0,Occidente
4434,Jorge Martínez,usuario4434@hotmail.com,3108358316,59,FEMENINO,barranquilla,Alimentos,962260.98,,3.2,,19 Dec 2022,2024/08/02,ACTIVO,5.0,
4435,Ana Ramírez,usuario4435@yahoo.com,3122431790,54,F,BOGOTA,Ropa,96513.76,3305949.09,5.6,Efectivo,16/07/2023,2024/05/17,Pendiente,31.0,Centro
4436,María Flores,usuario4436@hotmail.com,000,desconocido,,barranquilla,Tecnología,478717.34,4555104.1,3.2,TARJETA CREDITO,01-06-2020,18-04-2024,Inactivo,26.0,
4437,Andrés Gómez,usuario4437@outlook.com,3209757615,69,F,Santa Marta,Alimentos,35925.52,4042818.52,3.1,,2020-02-08,2023-05-05,Pendiente,4.0,Sur
4438,Sergio Martínez,usuario4438@yahoo.com,3102032301,51,F,Manizales,Alimentos,405468.44,2570064.67,6.7,efectivo,27-12-2021,2023-06-15,Inactivo,5.0,
4439,Carlos Gómez,usuario4439@empresa.co,3118080408,44,m,barranquilla,Tecnología,96028.7,,2.9,Nequi,16-02-2022,01-05-2023,Inactivo,23.0,Norte
4440,Diana López,usuario4440@yahoo.com,3007227257,61,Masculino,Pereira,alimentos,256100.1,4451261.22,3.1,Tarjeta Débito,31/07/2022,20/05/2020,inactivo,19.0,Centro
4441,Andrés Martínez,usuario4441@yahoo.com,3121501375,73,Femenino,Cúcuta,Electrónica,175967.09,2780024.9,8.6,Tarjeta Débito,26/02/2024,07-21-2024,ACTIVO,42.0,
4442,Natalia González,usuario4442@gmail.com,,65,M,Manizales,Ropa,159900.68,99999999.0,7.8,PSE,06-18-2024,02-09-2024,pendiente,29.0,Occidente
4443,Natalia Pérez,usuario4443@hotmail.com,3158144337,40,Male,  Cartagena  ,Ropa,338769.12,1837730.66,1.2,Tarjeta Crédito,06/01/2024,23 Mar 2021,Cancelado,29.0,Norte
4444,Paola Pérez,usuario4444@outlook.com,3121735944,,F,Bogotá,deportes,66615.86,5248690.64,4.4,Efectivo,26 Nov 2022,15 May 2021,Pendiente,17.0,Occidente
4445,Pedro González,usuario4445@yahoo.com,3003602752,51,Male,Cartagena,Alimentos,172859.82,5731091.5,5.1,Tarjeta Crédito,,18-02-2021,activo,33.0,Norte
4446,Juan Ramírez,usuario4446@empresa.co,3119627848,27,Femenino,Cali,Tecnología,256759.29,1696601.82,,Tarjeta Débito,,07/10/2022,Pendiente,10.0,Occidente
4447,Sandra Gómez,usuario4447@outlook.com,3101261354,46,,Cali,Tecnología,15281.05,,1.4,efectivo,01-22-2020,30/03/2020,pendiente,14.0,Occidente
4448,Juan González,usuario4448@gmail.com,3124984356,74,FEMENINO,CALI,Hogar,292400.45,2957659.59,4.6,Tarjeta Crédito,19 Apr 2022,08-21-2021,inactivo,2.0,Occidente
4449,Sandra Rivera,usuario4449@empresa.co,3209384905,68,Masculino,Bogotá,electronica,82161.57,4582313.24,8.4,Tarjeta Débito,11-08-2023,08/06/2021,Inactivo,9.0,Centro
4450,Sandra Rodríguez,usuario4450@gmail.com,3128544170,46,MASCULINO,Cali,alimentos,10320.52,3302970.59,8.4,pse,28-08-2023,09-27-2024,inactivo,11.0,Norte
4451,Carlos Sánchez,usuario4451@empresa.co,3108671667,74,M,Cartagena,Hogar,489354.77,,1.8,PSE,30-03-2023,12-23-2023,Cancelado,18.0,
4452,Jorge Sánchez,usuario4452@gmail.com,3019459045,59,,Cartagena,alimentos,181819.11,5154489.13,3.9,PSE,2024-09-14,,Cancelado,15.0,Centro
4453,Miguel Flores,usuario4453@empresa.co,3106662150,30,Femenino,CALI,Tecnología,27440.04,2769002.84,1.5,tarjeta débito,2022-09-07,03-18-2023,inactivo,5.0,Centro
4454,Juan García,usuario4454@gmail.com,---,23,m,Bucaramanga,Hogar,679304.82,3201518.55,9.7,Efectivo,2021-07-14,09-23-2021,ACTIVO,21.0,Occidente
4455,Luis Rodríguez,usuario4455@outlook.com,3156004447,,MASCULINO,BOGOTA,deportes,223675.14,2397331.45,7.3,tarjeta débito,05-10-2020,01-02-2024,ACTIVO,20.0,Sur
4456,Luis Flores,,3019211633,64,Femenino,Santa Marta,Hogar,,3111126.74,2.4,,06/12/2020,2024-02-08,Pendiente,38.0,Oriente
4457,Natalia Martínez,usuario4457@empresa.co,3126295406,74,F,Cúcuta,Alimentos,56475.0,2514699.01,7.2,Efectivo,29/10/2021,06-19-2024,inactivo,39.0,
4458,Luis Rodríguez,usuario4458@hotmail.com,3153275647,52,FEMENINO,Bogotá,electronica,150596.78,4167291.83,4.1,Efectivo,20/11/2022,29 Dec 2024,Cancelado,20.0,Oriente
4459,Juan Pérez,usuario4459@yahoo.com,,23,Male,Cali,Tecnología,76715.18,,1.7,PSE,,2020-01-24,Cancelado,50.0,
4460,Diana López,usuario4460@empresa.co,3007792261,37,Female,medellin,Electrónica,24556.67,2103704.37,4.3,Efectivo,26-03-2020,,pendiente,24.0,Occidente
4461,Jorge Ramírez,usuario4461outlook.com,,66,M,Barranquilla,Ropa,24509.55,4120454.98,1.8,Tarjeta Débito,23 Aug 2022,09/12/2020,activo,3.0,Norte
4462,Miguel Ramírez,usuario4462outlook.com,3114865259,19,Masculino,medellin,deportes,319472.65,-348511.09,5.6,Tarjeta Débito,03-02-2024,04-12-2021,pendiente,18.0,Sur
4463,Diana Rodríguez,usuario4463@outlook.com,3117210914,,Femenino,Manizales,Alimentos,43546.95,4172210.35,9.5,Nequi,2020-11-28,,Pendiente,13.0,Centro
4464,María Martínez,usuario4464@empresa.co,3159048196,55,MASCULINO,CALI,Alimentos,1687863.25,2640505.85,1.7,Tarjeta Débito,17/02/2022,27/01/2021,Inactivo,4.0,Norte
4465,Juan Sánchez,,3019497690,71,FEMENINO,Bogotá,alimentos,51755.76,2748325.07,0.0,tarjeta débito,16-12-2021,2022-10-01,Cancelado,28.0,Occidente
4466,Miguel Gómez,usuario4466@gmail.com,3159712982,64,Femenino,medellin,Tecnología,198414.58,4057116.1,7.6,,12-10-2021,30 Apr 2022,Inactivo,11.0,Occidente
4467,María Pérez,usuario4467@gmail.com,3126733030,50,,  Cartagena  ,Ropa,335113.38,0.0,9.1,PSE,06-07-2021,10-01-2023,inactivo,28.0,Occidente
4468,María García,usuario4468@gmail.com,3007224224,21,Female,Cali,deportes,837249.22,4695808.84,7.7,Tarjeta Crédito,05/04/2022,29-11-2023,ACTIVO,43.0,Norte
4469,Sergio Sánchez,usuario4469@outlook.com,,34,MASCULINO,  Cartagena  ,ROPA,140131.89,,3.8,TARJETA CREDITO,,2024/01/01,Cancelado,47.0,Norte
4470,Paola Pérez,usuario4470@outlook.com,3206403069,40,Femenino,Cartagena,alimentos,1151844.4,5513420.41,9.4,TARJETA CREDITO,2023-08-12,11-04-2020,pendiente,29.0,Oriente
4471,Paola Rodríguez,,3128910656,66,MASCULINO,Bogotá,Tecnología,131222.18,5551842.98,6.5,PSE,01-04-2020,2024/05/09,Activo,7.0,Occidente
4472,Ana Pérez,usuario4472@yahoo.com,3013736470,25,Female,Cali,Electrónica,134598.95,3599341.34,2.0,Tarjeta Débito,06-06-2020,13/09/2023,Cancelado,11.0,Oriente
4473,Miguel Torres,usuario4473@outlook.com,3152385726,54,Female,Cartagena,Hogar,9753.36,2373622.58,8.7,Nequi,10-25-2023,2024/09/22,Activo,22.0,
4474,Pedro López,usuario4474@gmail.com,3202795940,47,MASCULINO,BOGOTA,Ropa,552338.02,1498851.26,5.5,Tarjeta Crédito,12/08/2024,03-22-2022,pendiente,19.0,Sur
4475,Juan Torres,usuario4475outlook.com,3006771262,33,Female,Medellín,Electrónica,16601.95,2443467.25,9.4,pse,2020/07/24,2022-12-22,inactivo,24.0,Occidente
4476,Sergio Torres,usuario4476@yahoo.com,3205216029,55,F,barranquilla,electronica,165576.68,,3.1,Efectivo,04/02/2021,05-19-2021,ACTIVO,41.0,
4477,Paola Rodríguez,usuario4477@hotmail.com,3103894688,75,FEMENINO,Santa Marta,Hogar,134630.83,3377289.6,6.7,pse,2023-03-18,2024-02-19,Pendiente,18.0,Centro
4478,Laura Gómez,usuario4478@empresa.co,3009963953,60,Male,Manizales,alimentos,,3457299.97,3.5,Tarjeta Crédito,08-26-2024,09-19-2020,inactivo,23.0,Oriente
4479,Carlos González,usuario4479@hotmail.com,3017054156,56,FEMENINO,Cúcuta,Ropa,17097.93,3054630.83,8.6,Nequi,2023-11-20,2022-03-30,activo,9.0,Occidente
4480,Carlos Flores,usuario4480@gmail.com,3104309872,37,M,Santa Marta,HOGAR,573412.49,0.0,7.7,tarjeta débito,09 Nov 2020,2021/12/27,ACTIVO,9.0,
4481,Jorge Martínez,usuario4481@hotmail.com,,68,M,Manizales,Electrónica,352631.35,3983051.86,8.7,pse,24 Dec 2023,2023/06/20,inactivo,13.0,Sur
4482,Andrés Rodríguez,usuario4482@gmail.com,3123295333,54,F,Santa Marta,deportes,744146.78,4091152.93,8.9,Nequi,17/02/2020,,Activo,9.0,Sur
4483,Sandra Flores,usuario4483@gmail.com,3006339180,63,FEMENINO,Bucaramanga,HOGAR,192090.15,3393054.75,9.0,Tarjeta Crédito,2021/06/16,02/09/2022,Activo,27.0,Centro
4484,Luis Sánchez,usuario4484@yahoo.com,3017684729,65,m,Cúcuta,Alimentos,62424.2,5180683.38,3.1,efectivo,2022-01-24,04-06-2021,Inactivo,42.0,Occidente
4485,Andrés Ramírez,usuario4485@hotmail.com,,38,f,  Cartagena  ,Electrónica,,4569742.1,8.9,Tarjeta Débito,08-31-2022,03 Feb 2023,ACTIVO,,Oriente
4486,Carlos López,usuario4486@yahoo.com,3103113155,30,Femenino,barranquilla,electronica,201923.65,3688032.91,,PSE,03-04-2022,06-05-2023,Pendiente,15.0,Oriente
4487,Sandra Martínez,usuario4487@outlook.com,3009113922,41,Male,Cali,Hogar,454694.14,3933607.84,1.7,efectivo,29/02/2020,2021-01-19,inactivo,41.0,Oriente
4488,Pedro García,usuario4488@empresa.co,3209441796,27,Male,  Cartagena  ,Tecnología,297431.03,3088788.22,,pse,24/03/2022,,activo,17.0,Occidente
4489,Ana Ramírez,usuario4489@gmail.com,3113583691,71,Femenino,  Cartagena  ,Hogar,609495.78,2969999.36,3.8,pse,12/10/2023,30/01/2023,inactivo,1.0,Centro
4490,Ana Ramírez,sin_email,3105182507,23,Masculino,Santa Marta,alimentos,61230.85,2964694.12,4.5,Tarjeta Débito,06/09/2023,25-08-2020,ACTIVO,16.0,
4491,Sergio Rivera,usuario4491@yahoo.com,3157898120,0,Masculino,medellin,Tecnología,,3874649.02,7.0,pse,01/12/2023,28/05/2023,Inactivo,38.0,Occidente
4492,Miguel González,,3206175598,46,F,medellin,alimentos,13370412.5,2409956.6,5.0,Efectivo,2021/11/22,12-01-2021,activo,50.0,Oriente
4493,Pedro Gómez,usuario4493@yahoo.com,3008428120,desconocido,Female,  Cartagena  ,electronica,190929.78,2674497.33,3.8,PSE,01/01/2022,21-01-2024,ACTIVO,25.0,Norte
4494,Paola Flores,usuario4494@outlook.com,,55,FEMENINO,BOGOTA,Hogar,34680.36,-1000.0,7.2,Tarjeta Crédito,2020/04/09,16-08-2022,Activo,38.0,Norte
4495,Sandra Flores,usuario4495@yahoo.com,3156073617,67,m,Pereira,Ropa,137935.35,5453664.49,9.2,Tarjeta Débito,2020/05/21,,Pendiente,37.0,Centro
4496,María Torres,usuario4496@gmail.com,3014822009,34,M,Santa Marta,Alimentos,60033.41,1702941.99,7.7,Nequi,,29-11-2022,Cancelado,43.0,Occidente
4497,Laura Rodríguez,usuario4497@hotmail.com,3101393957,58,Masculino,  Cartagena  ,HOGAR,420038.41,3434346.09,2.0,PSE,04-17-2024,2023/11/15,activo,37.0,
4498,Carlos Torres,usuario4498@outlook.com,3151425018,46,Male,Pereira,Deportes,330543.21,4134845.52,,pse,2020/02/09,17-04-2023,ACTIVO,38.0,Norte
4499,Pedro Flores,usuario4499@hotmail.com,3152859131,49,Masculino,Manizales,alimentos,48994.96,3124992.94,7.8,tarjeta débito,2023/11/03,11-23-2023,Inactivo,2.0,
4500,Laura López,usuario4500@outlook.com,3208239495,44,Femenino,CALI,deportes,209335.59,4832928.75,8.6,Efectivo,27/07/2024,2023/10/24,ACTIVO,47.0,Centro
4501,Laura Rodríguez,usuario4501@gmail.com,3121551714,27,F,BOGOTA,Deportes,575874.78,3614989.2,6.4,Tarjeta Crédito,2023/02/18,,Activo,23.0,
4502,Pedro García,usuario4502@gmail.com,3002722898,49,MASCULINO,Medellín,Hogar,296488.73,2886793.37,5.6,tarjeta débito,29/09/2023,,activo,1.0,
4503,Luis Torres,,3102479841,26,m,Cartagena,Hogar,,4142630.88,1.9,TARJETA CREDITO,08-04-2023,28/04/2021,activo,15.0,Norte
4504,Andrés Pérez,usuario4504@yahoo.com,3109554735,50,Femenino,  Cartagena  ,Ropa,60816.38,2548803.72,1.3,,09-06-2022,2022/07/15,Pendiente,19.0,Sur
4505,Sergio Flores,usuario4505@empresa.co,3127895185,25,M,Cúcuta,electronica,268646.6,5441224.17,9.1,PSE,23 Apr 2023,28/10/2024,inactivo,10.0,
4506,Paola González,usuario4506@empresa.co,3107586725,47,Femenino,Medellín,Tecnología,617973.24,0.0,4.5,Tarjeta Crédito,2023-11-10,03-28-2023,Activo,16.0,Occidente
4507,Sergio Rodríguez,usuario4507@outlook.com,,65,f,  Cartagena  ,Alimentos,134237.94,3721251.91,5.7,Nequi,2024/03/15,16 Mar 2023,Pendiente,38.0,Sur
4508,Sandra Pérez,usuario4508@hotmail.com,3101744565,53,Female,Pereira,Ropa,11636560.5,2973175.62,5.6,Efectivo,15/11/2021,29/08/2020,Activo,50.0,Occidente
4509,Jorge Ramírez,usuario4509@hotmail.com,3151523452,25,M,Cúcuta,ROPA,616479.86,,7.6,Tarjeta Débito,05/08/2022,2020-06-26,pendiente,49.0,
4510,Diana Flores,usuario4510@hotmail.com,3129421949,44,F,Pereira,ROPA,23399.63,4305636.32,11.0,tarjeta débito,07-08-2022,09-15-2024,inactivo,1.0,Norte
4511,Juan Pérez,usuario4511@yahoo.com,3017622328,41,Male,Santa Marta,Deportes,,3073439.28,9.4,pse,13-02-2021,12-09-2022,Activo,44.0,Oriente
4512,Paola Rivera,,no tiene,20,F,medellin,Tecnología,140084.56,5861122.29,,Nequi,30 Jun 2024,23/10/2021,Pendiente,24.0,
4513,Carlos Martínez,usuario4513empresa.co,3153280216,25,Male,barranquilla,Deportes,183709.5,4942798.53,1.3,,,2022-07-16,Inactivo,9.0,Norte
4514,Laura Flores,usuario4514@empresa.co,3017321006,41,F,Bogotá,Deportes,67562.45,2701403.98,4.0,Tarjeta Crédito,,2024-07-21,Cancelado,9.0,Sur
4515,Paola Rodríguez,usuario4515@yahoo.com,3017270134,49,M,Medellín,electronica,256418.98,3421990.02,6.0,,10-28-2023,11-12-2022,Inactivo,21.0,Norte
4516,Sergio Martínez,usuario4516@hotmail.com,3208381683,,Masculino,Bucaramanga,Electrónica,19901.22,3908962.8,4.4,Tarjeta Débito,2024-06-17,04-24-2023,Cancelado,3.0,Norte
4517,Juan Pérez,usuario4517@empresa.co,3111075822,68,F,BOGOTA,Tecnología,810205.48,4733464.89,1.3,,30-05-2024,09-02-2024,activo,43.0,Oriente
4518,Pedro Rivera,usuario4518@empresa.co,3018567205,21,,BOGOTA,alimentos,780241.5,2743214.78,2.4,PSE,12-04-2024,13 Aug 2020,ACTIVO,41.0,
4519,Miguel Pérez,usuario4519@hotmail.com,3204544195,37,M,Cúcuta,Tecnología,112070.35,3001493.64,8.4,PSE,14-08-2022,16-09-2021,pendiente,28.0,Norte
4520,Andrés García,usuario4520@empresa.co,3202956868,31,f,Santa Marta,Deportes,376796.92,3652935.65,9.9,tarjeta débito,2020-01-28,06-12-2021,Cancelado,8.0,Norte
4521,Carlos Ramírez,usuario4521@gmail.com,,65,M,Santa Marta,Alimentos,74588.76,99999999.0,7.0,Tarjeta Débito,2020/01/19,2021-04-12,Inactivo,9.0,Oriente
4522,Jorge Martínez,usuario4522@hotmail.com,3106869476,25,Masculino,Bucaramanga,Ropa,149362.1,3822454.04,5.0,,2023-01-18,2021-02-06,inactivo,41.0,Sur
4523,Miguel Sánchez,sin_email,3101652547,22,f,Medellín,alimentos,138747.1,2385960.88,5.1,tarjeta débito,06-09-2024,07/10/2020,Activo,42.0,Centro
4524,Sandra Martínez,usuario4524@yahoo.com,3154544066,44,Femenino,Bogotá,HOGAR,146327.07,,3.5,Nequi,2021/10/09,2024-09-19,pendiente,37.0,Sur
4525,Luis Ramírez,usuario4525@empresa.co,3009551534,37,Male,Medellín,alimentos,384829.4,1784169.68,3.0,efectivo,,2021-12-16,activo,27.0,Sur
4526,Jorge López,usuario4526@gmail.com,3124556394,75,F,BOGOTA,HOGAR,430385.94,2789806.87,8.0,,22-01-2024,08/04/2023,Activo,10.0,Norte
4527,Sandra Pérez,usuario4527@empresa.co,3109266766,42,Masculino,Medellín,Hogar,21673.31,594221.36,3.0,PSE,18 Jul 2021,14-09-2021,Activo,2.0,Occidente
4528,Luis López,usuario4528@empresa.co,3205761234,64,,Santa Marta,Electrónica,14531.15,2034098.52,6.4,efectivo,01-01-2024,2023-01-16,Cancelado,48.0,Oriente
4529,Luis Sánchez,usuario4529@empresa.co,3119483368,26,M,CALI,Electrónica,25156.16,3935066.62,5.7,efectivo,2023-03-27,2020/04/29,inactivo,19.0,Oriente
4530,Miguel Ramírez,sin_email,3113600423,50,m,Cartagena,electronica,5218.95,3120829.28,6.7,Efectivo,28-01-2022,2020-09-13,ACTIVO,,Occidente
4531,Pedro García,,3202184905,66,m,BOGOTA,alimentos,1047158.39,-1000.0,1.9,TARJETA CREDITO,23/01/2022,03 Nov 2023,pendiente,37.0,Centro
4532,Diana García,usuario4532@gmail.com,N/A,46,MASCULINO,Cali,electronica,,3494441.58,9.8,Tarjeta Débito,03-07-2023,21-04-2024,Activo,32.0,Centro
4533,Sandra Gómez,usuario4533@hotmail.com,3155331049,64,,Bucaramanga,Alimentos,358963.08,3141648.56,2.8,,09-06-2020,10/08/2021,ACTIVO,30.0,
4534,Diana Gómez,usuario4534@yahoo.com,3114636965,69,Female,BOGOTA,electronica,96887.25,4338113.59,1.7,Nequi,03-06-2024,10 Jun 2023,inactivo,44.0,Occidente
4535,Luis González,usuario4535@hotmail.com,3114744813,57,FEMENINO,Cali,alimentos,428583.67,2514874.03,3.4,Tarjeta Débito,01 Jul 2020,28-10-2022,activo,1.0,Occidente
4536,Ana Sánchez,usuario4536@yahoo.com,3152350890,32,Female,Pereira,electronica,143663.25,4786481.95,,Efectivo,2021-04-21,09-15-2024,ACTIVO,8.0,Norte
4537,Andrés Rivera,usuario4537@gmail.com,3018383884,39,f,Cartagena,Tecnología,411117.99,3863699.48,5.7,Nequi,2024/09/14,2022/02/06,inactivo,48.0,Occidente
4538,,usuario4538@empresa.co,3158710892,60,,Bogotá,HOGAR,872330.63,3451235.99,5.0,tarjeta débito,01-06-2024,2022-10-04,inactivo,33.0,Oriente
4539,Paola Martínez,usuario4539@empresa.co,3153507272,65,f,Bucaramanga,Hogar,359783.7,3395545.44,,TARJETA CREDITO,,2022-03-07,Pendiente,36.0,Occidente
4540,Sergio Flores,usuario4540@outlook.com,3126082295,23,Female,barranquilla,ROPA,105801.23,4341628.87,7.9,PSE,03-21-2022,06 Nov 2023,inactivo,11.0,Oriente
4541,Laura García,usuario4541@empresa.co,3102447083,63,Femenino,Medellín,Deportes,208733.68,1968560.91,1.8,PSE,2020-03-11,01-09-2022,Activo,25.0,
4542,Laura Gómez,,3018149015,,MASCULINO,Manizales,deportes,,2778706.52,4.9,Efectivo,2023/02/01,,Activo,23.0,Centro
4543,Jorge González,usuario4543@yahoo.com,3116430008,67,,Cúcuta,Tecnología,165859.68,5248861.5,6.5,Tarjeta Crédito,2022/07/09,,activo,25.0,
4544,Andrés González,usuario4544@gmail.com,3125920600,53,MASCULINO,Bucaramanga,Alimentos,203950.19,2194822.31,4.6,Tarjeta Crédito,08-08-2021,15 Jan 2021,Activo,39.0,Centro
4545,Miguel Martínez,usuario4545@empresa.co,3101510187,59,f,Santa Marta,HOGAR,139124.97,1798475.14,3.2,Tarjeta Débito,06-17-2023,2020/07/05,inactivo,29.0,Centro
4546,Natalia Pérez,usuario4546@yahoo.com,3102886110,30,m,Cúcuta,deportes,75786.45,2718426.77,5.5,Efectivo,2022-06-12,26-03-2020,activo,,Norte
4547,Carlos Gómez,,3124305770,52,f,Cali,ROPA,139671.61,3216768.13,6.9,efectivo,04 Oct 2022,29 Oct 2022,ACTIVO,35.0,Centro
